,Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric,Low,High,Comments
4493,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Lower-middle-income,Congo,Both sexes,45,45.0,,,
4494,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Lower-middle-income,Congo,Male,49,49.0,,,
4495,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,High-income,Cook Islands,Female,66,66.0,,,
4496,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Comoros,Both sexes,51,51.0,,,
4497,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Comoros,Male,53,53.0,,,
4498,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Lower-middle-income,Cabo Verde,Female,66,66.0,,,
4499,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Upper-middle-income,Costa Rica,Both sexes,69,69.0,,,
4500,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,High-income,Cyprus,Female,71,71.0,,,
4501,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Czech Republic,Male,66,66.0,,,
4502,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Djibouti,Male,48,48.0,,,
4503,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Djibouti,Female,50,50.0,,,
4504,Healthy life expectancy (HALE) at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Djibouti,Male,52,52.0,,,
4505,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Upper-middle-income,Dominica,Male,61,61.0,,,
4506,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Upper-middle-income,Dominica,Female,65,65.0,,,
4507,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Upper-middle-income,Dominica,Both sexes,63,63.0,,,
4508,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Denmark,Both sexes,70,70.0,,,
4509,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Upper-middle-income,Dominican Republic,Both sexes,63,63.0,,,
4510,Healthy life expectancy (HALE) at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Egypt,Both sexes,61,61.0,,,
4511,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Eritrea,Both sexes,39,39.0,,,
4512,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,High-income,Spain,Both sexes,70,70.0,,,
4513,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Spain,Male,71,71.0,,,
4514,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Ethiopia,Female,45,45.0,,,
4515,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,Upper-middle-income,Fiji,Male,58,58.0,,,
4516,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,Upper-middle-income,Fiji,Female,62,62.0,,,
4517,Healthy life expectancy (HALE) at birth (years),Published,2000,Western Pacific,Lower-middle-income,Micronesia (Federated States of),Male,57,57.0,,,
4518,Healthy life expectancy (HALE) at birth (years),Published,2000,Western Pacific,Lower-middle-income,Micronesia (Federated States of),Both sexes,58,58.0,,,
4519,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,Lower-middle-income,Georgia,Male,60,60.0,,,
4520,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Ghana,Male,49,49.0,,,
4521,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Ghana,Female,50,50.0,,,
4522,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Guinea,Male,49,49.0,,,
4523,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Guinea,Female,50,50.0,,,
4524,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Guinea-Bissau,Both sexes,44,44.0,,,
4525,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,High-income,Equatorial Guinea,Both sexes,43,43.0,,,
4526,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,High-income,Equatorial Guinea,Female,48,48.0,,,
4527,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Greece,Female,73,73.0,,,
4528,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Lower-middle-income,Guatemala,Male,56,56.0,,,
4529,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Lower-middle-income,Guatemala,Male,60,60.0,,,
4530,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Lower-middle-income,Guyana,Female,57,57.0,,,
4531,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Lower-middle-income,Honduras,Both sexes,64,64.0,,,
4532,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,High-income,Croatia,Male,63,63.0,,,
4533,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,High-income,Croatia,Female,68,68.0,,,
4534,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Low-income,Haiti,Both sexes,48,48.0,,,
4535,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Hungary,Male,63,63.0,,,
4536,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Hungary,Both sexes,66,66.0,,,
4537,Healthy life expectancy (HALE) at birth (years),Published,2000,South-East Asia,Lower-middle-income,India,Female,53,53.0,,,
4538,Healthy life expectancy (HALE) at birth (years),Published,2000,South-East Asia,Lower-middle-income,India,Both sexes,53,53.0,,,
4539,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Ireland,Female,73,73.0,,,
4540,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,High-income,Iceland,Both sexes,71,71.0,,,
4541,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Iceland,Male,72,72.0,,,
4542,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,High-income,Italy,Male,68,68.0,,,
4543,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Upper-middle-income,Jamaica,Female,64,64.0,,,
4544,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Upper-middle-income,Jamaica,Both sexes,62,62.0,,,
4545,Healthy life expectancy (HALE) at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Jordan,Female,65,65.0,,,
4546,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Kenya,Both sexes,45,45.0,,,
4547,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Kenya,Male,52,52.0,,,
4548,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,Low-income,Kyrgyzstan,Female,63,63.0,,,
4549,Healthy life expectancy (HALE) at birth (years),Published,2000,Western Pacific,Lower-middle-income,Kiribati,Both sexes,55,55.0,,,
4550,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,Lower-middle-income,Kiribati,Male,56,56.0,,,
4551,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Upper-middle-income,Saint Kitts and Nevis,Both sexes,62,62.0,,,
4552,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Upper-middle-income,Saint Kitts and Nevis,Male,61,61.0,,,
4553,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Upper-middle-income,Saint Kitts and Nevis,Female,66,66.0,,,
4554,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,High-income,Republic of Korea,Female,75,75.0,,,
4555,Healthy life expectancy (HALE) at birth (years),Published,2000,Western Pacific,Low-income,Lao People's Democratic Republic,Male,50,50.0,,,
4556,Healthy life expectancy (HALE) at birth (years),Published,2000,Western Pacific,Low-income,Lao People's Democratic Republic,Female,52,52.0,,,
4557,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Liberia,Male,43,43.0,,,
4558,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,Upper-middle-income,Libya,Male,61,61.0,,,
4559,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,Upper-middle-income,Libya,Female,62,62.0,,,
4560,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Upper-middle-income,Saint Lucia,Both sexes,63,63.0,,,
4561,Healthy life expectancy (HALE) at birth (years),Published,2012,South-East Asia,Lower-middle-income,Sri Lanka,Female,68,68.0,,,
4562,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Lower-middle-income,Lesotho,Female,43,43.0,,,
4563,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,Upper-middle-income,Lithuania,Male,59,59.0,,,
4564,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Luxembourg,Female,73,73.0,,,
4565,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Luxembourg,Both sexes,72,72.0,,,
4566,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,Upper-middle-income,Latvia,Both sexes,65,65.0,,,
4567,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,High-income,Monaco,Female,73,73.0,,,
4568,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Madagascar,Male,49,49.0,,,
4569,Healthy life expectancy (HALE) at birth (years),Published,2000,South-East Asia,Lower-middle-income,Maldives,Female,59,59.0,,,
4570,Healthy life expectancy (HALE) at birth (years),Published,2000,South-East Asia,Lower-middle-income,Maldives,Both sexes,59,59.0,,,
4571,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Upper-middle-income,Mexico,Both sexes,66,66.0,,,
4572,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Upper-middle-income,Mexico,Both sexes,67,67.0,,,
4573,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,Upper-middle-income,The former Yugoslav republic of Macedonia,Male,63,63.0,,,
4574,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,Upper-middle-income,The former Yugoslav republic of Macedonia,Female,66,66.0,,,
4575,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Mali,Female,40,40.0,,,
4576,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,Upper-middle-income,Montenegro,Male,63,63.0,,,
4577,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,Upper-middle-income,Montenegro,Both sexes,64,64.0,,,
4578,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,Lower-middle-income,Mongolia,Both sexes,60,60.0,,,
4579,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Mozambique,Female,46,46.0,,,
4580,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Low-income,Mauritania,Female,51,51.0,,,
4581,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Upper-middle-income,Mauritius,Both sexes,63,63.0,,,
4582,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Malawi,Female,51,51.0,,,
4583,Healthy life expectancy (HALE) at birth (years),Published,2000,Africa,Upper-middle-income,Namibia,Female,49,49.0,,,
4584,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Upper-middle-income,Namibia,Male,55,55.0,,,
4585,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Niger,Male,50,50.0,,,
4586,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Niger,Both sexes,50,50.0,,,
4587,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Lower-middle-income,Nigeria,Female,47,47.0,,,
4588,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Lower-middle-income,Nicaragua,Male,61,61.0,,,
4589,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Lower-middle-income,Nicaragua,Female,65,65.0,,,
4590,Healthy life expectancy (HALE) at birth (years),Published,2000,Western Pacific,Low-income,Niue,Both sexes,62,62.0,,,
4591,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,Low-income,Niue,Female,66,66.0,,,
4592,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Netherlands,Male,70,70.0,,,
4593,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Netherlands,Both sexes,71,71.0,,,
4594,Healthy life expectancy (HALE) at birth (years),Published,2000,South-East Asia,Low-income,Nepal,Male,53,53.0,,,
4595,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,High-income,Nauru,Male,64,64.0,,,
4596,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,High-income,Nauru,Both sexes,66,66.0,,,
4597,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,High-income,New Zealand,Female,73,73.0,,,
4598,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,High-income,Oman,Male,62,62.0,,,
4599,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,High-income,Oman,Female,63,63.0,,,
4600,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Pakistan,Male,53,53.0,,,
4601,Healthy life expectancy (HALE) at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Pakistan,Male,56,56.0,,,
4602,Healthy life expectancy (HALE) at birth (years),Published,2012,Americas,Upper-middle-income,Panama,Both sexes,67,67.0,,,
4603,Healthy life expectancy (HALE) at birth (years),Published,2000,Western Pacific,Lower-middle-income,Philippines,Male,57,57.0,,,
4604,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,Upper-middle-income,Palau,Both sexes,62,62.0,,,
4605,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,Upper-middle-income,Poland,Male,62,62.0,,,
4606,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,Upper-middle-income,Poland,Female,68,68.0,,,
4607,Healthy life expectancy (HALE) at birth (years),Published,2000,South-East Asia,Low-income,Democratic People's Republic of Korea,Male,55,55.0,,,
4608,Healthy life expectancy (HALE) at birth (years),Published,2012,South-East Asia,Low-income,Democratic People's Republic of Korea,Male,59,59.0,,,
4609,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,Portugal,Both sexes,71,71.0,,,
4610,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Lower-middle-income,Paraguay,Male,62,62.0,,,
4611,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,Upper-middle-income,Romania,Male,63,63.0,,,
4612,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,Upper-middle-income,Romania,Female,69,69.0,,,
4613,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,High-income,Saudi Arabia,Female,63,63.0,,,
4614,Healthy life expectancy (HALE) at birth (years),Published,2012,Eastern Mediterranean,High-income,Saudi Arabia,Male,64,64.0,,,
4615,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Sudan,Both sexes,49,49.0,,,
4616,Healthy life expectancy (HALE) at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Sudan,Both sexes,53,53.0,,,
4617,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Senegal,Both sexes,55,55.0,,,
4618,Healthy life expectancy (HALE) at birth (years),Published,2012,Western Pacific,Lower-middle-income,Solomon Islands,Female,60,60.0,,,
4619,Healthy life expectancy (HALE) at birth (years),Published,2012,Africa,Low-income,Sierra Leone,Female,39,39.0,,,
4620,Healthy life expectancy (HALE) at birth (years),Published,2000,Americas,Lower-middle-income,El Salvador,Female,64,64.0,,,
4621,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,High-income,San Marino,Female,74,74.0,,,
4622,Healthy life expectancy (HALE) at birth (years),Published,2000,Europe,High-income,San Marino,Both sexes,72,72.0,,,
4623,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,High-income,San Marino,Male,72,72.0,,,
4624,Healthy life expectancy (HALE) at birth (years),Published,2000,Eastern Mediterranean,Low-income,Somalia,Both sexes,43,43.0,,,
4625,Healthy life expectancy (HALE) at birth (years),Published,2012,Eastern Mediterranean,Low-income,Somalia,Female,46,46.0,,,
4626,Healthy life expectancy (HALE) at birth (years),Published,2012,Europe,Upper-middle-income,Serbia,Female,67,67.0,,,
